"date","awnd"
2017-07-21,5.59
2017-07-24,7.16
2017-07-31,4.47
2017-08-02,3.36
2017-08-05,6.49
2017-08-12,5.37
2017-08-29,8.5
2017-09-07,2.91
2017-09-10,8.95
2017-09-12,10.74
2017-09-19,4.25
2017-09-26,7.61
2017-09-27,5.59
2017-10-01,7.16
2017-10-07,6.26
2017-10-16,5.82
2017-10-22,3.13
2017-10-27,5.82
2017-11-01,4.25
2017-11-07,6.49
2017-11-12,1.57
2017-11-15,3.58
2017-11-17,2.91
2017-11-21,2.91
2017-11-27,1.34
2017-12-09,5.82
2017-12-11,4.92
2017-12-13,8.72
2017-12-16,3.58
2017-12-19,4.47
2017-12-21,4.47
2017-12-24,7.38
2017-12-27,4.7
2017-12-31,10.07
2018-01-05,5.59
2018-01-13,9.62
2018-01-15,3.8
2018-01-16,1.79
2018-01-18,5.59
2018-01-22,4.7
2018-02-04,6.49
2018-03-01,4.47
2018-03-06,4.47
2018-03-15,11.63
2018-03-16,5.82
2018-03-18,6.04
2018-03-19,5.59
2018-03-21,6.93
2018-03-26,10.29
2018-03-28,10.74
2018-04-02,9.84
2018-04-05,3.58
2018-04-07,8.05
2018-04-17,9.4
2018-04-29,5.82
2018-04-30,4.03
2018-05-10,9.17
2018-05-15,8.72
2018-05-16,6.71
2018-05-19,8.5
2018-05-31,7.16
2018-06-04,5.59
2018-06-09,2.68
2018-06-19,5.59
2018-06-22,6.04
2018-06-23,8.72
2018-06-27,3.58
2018-06-29,4.25
2018-07-03,6.49
2018-07-11,3.8
2018-07-12,7.61
2018-08-05,3.36
2018-08-11,4.47
2018-08-17,9.62
2018-08-23,5.14
2018-08-28,6.04
2018-08-30,6.49
2018-09-01,4.92
2018-09-12,5.14
2018-09-17,11.63
2018-09-21,4.92
2018-09-23,5.37
2018-09-24,5.82
2018-09-29,3.36
2018-10-02,3.8
2018-10-05,3.8
2018-10-06,3.58
2018-10-19,3.13
2018-10-28,8.5
2018-10-31,8.5
2018-11-03,5.82
2018-11-07,1.34
2018-11-11,4.03
2018-11-17,1.57
2018-11-30,8.72
2018-12-21,14.99
2018-12-24,4.03
2018-12-27,5.14
2018-12-31,8.05
2019-01-01,7.38
2019-01-03,2.68
2019-01-08,9.17
2019-01-13,7.38
2019-01-15,1.34
2019-01-19,8.05
2019-01-23,7.83
2019-02-06,7.16
2019-02-08,9.17
2019-02-27,3.13
2019-02-28,5.82
2019-03-07,2.46
2019-03-08,4.7
2019-03-22,9.4
2019-03-27,6.93
2019-03-28,3.58
2019-04-03,4.7
2019-04-08,8.5
2019-04-09,5.82
2019-04-11,6.49
2019-04-12,9.17
2019-04-22,1.79
2019-04-23,7.38
2019-04-30,8.5
2019-05-03,8.28
2019-05-08,7.38
2019-05-10,8.28
2019-05-11,5.37
2019-05-14,4.92
2019-05-16,4.03
2019-05-21,5.82
2019-06-12,6.71
2019-06-14,4.03
2019-06-28,3.8
2019-06-30,5.14
2019-07-03,4.03
2019-07-07,6.04
2019-07-11,9.17
2019-07-14,3.36
2019-07-15,4.25
2019-07-17,8.95
2019-07-19,6.93
2019-07-21,9.62
2019-07-24,4.7
2019-07-25,4.25
2019-07-30,6.26
2019-08-02,5.14
2019-08-10,3.58
2019-08-16,3.13
2019-08-17,4.47
2019-08-19,6.26
2019-08-28,2.91
2019-09-01,5.59
2019-09-10,3.8
2019-09-12,4.03
2019-09-13,8.95
2019-09-17,5.82
2019-09-18,7.61
2019-09-30,6.04
2019-10-12,4.03
2019-10-22,6.04
2019-11-30,4.03
2019-12-11,4.47
2019-12-16,7.61
2019-12-18,6.26
2019-12-19,1.79
2019-12-23,5.59
2019-12-27,2.01
2019-12-31,6.04
2020-01-01,4.47
2020-01-11,12.97
2020-01-12,9.17
2020-01-26,4.25
2020-01-29,2.68
2020-01-30,5.82
2020-02-02,10.96
2020-02-04,10.07
2020-02-08,5.37
2020-02-21,7.61
2020-02-22,2.68
2020-02-26,6.93
2020-03-01,5.37
2020-03-06,7.83
2020-03-14,5.37
2020-03-17,5.59
2020-03-22,10.96
2020-04-06,5.37
2020-04-10,8.28
2020-04-18,9.17
2020-04-29,15.21
2020-05-03,9.17
2020-05-05,8.28
2020-05-23,4.47
2020-05-28,6.49
2020-05-30,3.8
2020-06-05,8.28
2020-06-10,11.18
2020-06-19,5.59
2020-06-21,2.24
2020-06-22,7.83
2020-06-27,5.82
2020-06-29,4.03
2020-07-02,5.37
2020-07-17,6.26
2020-07-19,7.16
2020-08-13,3.8
2020-08-27,7.16
2020-09-01,2.01
2020-09-12,8.72
2020-10-03,5.82
2020-10-10,2.46
2020-10-15,5.82
2020-10-21,2.46
2020-10-23,1.12
2020-10-24,3.36
2020-10-25,8.05
2020-11-09,3.8
2020-11-14,3.13
2020-11-16,4.03
2020-11-17,5.82
2020-11-19,2.01
2020-12-03,3.58
2020-12-08,4.25
2020-12-15,6.49
2020-12-20,2.68
2020-12-23,3.58
2020-12-31,3.36
2021-01-05,1.34
2021-01-06,2.46
2021-01-17,6.93
2021-01-24,3.8
2021-01-26,4.47
2021-01-30,2.01
2021-02-01,5.82
2021-02-03,8.05
2021-02-07,4.25
2021-02-08,4.03
2021-02-18,9.17
2021-02-20,4.47
2021-02-25,6.04
2021-02-26,9.17
2021-03-04,4.7
2021-03-10,5.82
2021-03-15,7.61
2021-03-22,10.51
2021-03-24,4.7
2021-03-26,12.08
2021-04-06,3.36
2021-04-07,2.24
2021-04-23,3.8
2021-04-25,5.59
2021-04-30,10.51
2021-05-02,10.96
2021-05-10,10.07
2021-05-11,4.7
2021-05-12,6.04
2021-05-13,4.03
2021-05-14,3.13
2021-05-15,2.01
2021-05-24,3.8
2021-05-30,7.16
2021-06-06,6.71
2021-06-08,10.96
2021-06-14,5.37
2021-06-25,4.47
2021-06-27,4.92
2021-07-06,7.61
2021-07-10,2.91
2021-07-14,6.26
2021-07-15,6.93
2021-07-18,7.83
2021-07-19,3.8
2021-07-25,9.62
2021-07-28,4.7
2021-08-09,5.59
2021-08-13,8.72
2021-08-14,6.49
2021-08-15,1.79
2021-08-26,5.14
2021-10-04,6.26
2021-10-07,8.95
2021-10-12,2.68
2021-10-13,1.34
2021-10-14,2.01
2021-10-16,8.05
2021-10-18,3.58
2021-10-22,5.82
2021-10-31,6.04
2021-11-04,4.7
2021-11-06,12.08
2021-11-13,6.49
2021-11-24,1.57
2021-11-26,6.26
2021-12-02,8.28
2021-12-12,4.03
2021-12-13,2.01
2021-12-22,4.7
2021-12-30,6.26
2021-12-31,4.9
2022-01-04,3.4
2022-01-10,5.1
2022-02-02,3.1
2022-02-03,9.6
2022-02-04,15.2
2022-02-07,5.6
2022-02-11,8.3
2022-02-12,8.3
2022-02-13,6.7
2022-02-17,13.2
2022-02-18,11.2
2022-03-02,5.1
2022-03-08,5.8
2022-03-12,10.3
2022-03-21,4.3
2022-03-25,8.1
2022-03-29,3.8
2022-03-31,16.1
2022-04-13,12.3
2022-04-16,6.5
2022-04-20,2.9
2022-04-24,8.1
2022-05-01,6.3
2022-05-02,6.7
2022-05-04,8.7
2022-05-05,8.5
2022-05-06,7.8
2022-05-09,7.2
2022-05-10,9.4
2022-05-13,6.9
2022-05-15,5.4
2022-05-17,4.5
2022-05-18,6.3
2022-05-20,10.5
2022-05-24,8.3
2022-05-31,4.0
2017-01-09,2.46
2017-01-11,6.04
2017-01-19,1.34
2017-01-20,2.91
2017-01-24,6.04
2017-01-26,13.42
2017-01-30,6.26
2017-02-06,4.7
2017-02-10,6.71
2017-02-12,11.41
2017-02-16,6.71
2017-03-06,6.71
2017-03-13,8.28
2017-03-15,10.51
2017-03-17,4.92
2017-03-22,8.28
2017-03-23,7.38
2017-04-01,6.04
2017-04-02,6.04
2017-04-15,9.62
2017-04-16,12.75
2017-04-17,9.84
2017-04-20,5.82
2017-04-21,6.93
2017-05-01,15.66
2017-05-11,4.92
2017-05-12,7.61
2017-05-18,10.96
2017-05-26,7.83
2017-05-30,4.03
2017-06-03,3.36
2017-06-05,6.04
2017-06-11,6.26
2017-06-16,4.03
2017-06-18,8.72
2017-06-25,3.58
2017-06-28,4.25
2017-07-13,8.5
2017-07-14,9.4
2017-07-18,5.14
2017-07-28,7.61
2017-07-30,6.26
2017-08-18,7.38
2017-08-19,2.91
2017-08-20,3.58
2017-08-30,1.79
2017-09-01,7.83
2017-09-05,8.05
2017-09-06,4.92
2017-09-11,12.75
2017-09-28,3.13
2017-10-02,4.92
2017-10-06,2.91
2017-10-11,8.05
2017-10-12,8.28
2017-10-13,7.38
2017-10-14,3.13
2017-10-26,3.8
2017-10-29,7.61
2017-11-05,2.46
2017-11-18,11.41
2017-11-19,9.17
2017-11-20,2.01
2017-12-04,2.46
2017-12-14,7.38
2018-01-01,6.49
2018-01-07,2.68
2018-01-14,8.72
2018-01-19,3.58
2018-01-20,5.59
2018-01-23,15.66
2018-01-24,4.03
2018-01-27,6.26
2018-01-28,5.14
2018-02-07,8.5
2018-02-17,6.93
2018-03-02,14.99
2018-03-03,8.72
2018-03-12,7.16
2018-03-20,8.72
2018-04-01,7.61
2018-04-04,13.87
2018-04-10,5.37
2018-04-11,5.37
2018-04-13,14.32
2018-04-15,12.53
2018-04-21,4.47
2018-04-26,3.36
2018-04-27,4.92
2018-05-01,4.47
2018-05-13,6.04
2018-05-14,8.05
2018-05-18,8.28
2018-05-25,5.82
2018-05-26,8.5
2018-06-07,4.92
2018-06-12,6.26
2018-06-16,4.47
2018-06-18,4.92
2018-06-20,4.47
2018-06-24,7.61
2018-06-26,6.93
2018-07-06,3.8
2018-07-08,8.05
2018-07-10,2.46
2018-07-16,8.05
2018-07-18,6.71
2018-07-19,7.16
2018-07-21,6.71
2018-07-23,6.26
2018-07-25,3.8
2018-08-01,9.17
2018-08-07,6.71
2018-08-09,4.7
2018-08-10,2.01
2018-08-13,3.58
2018-08-20,4.47
2018-08-27,4.03
2018-08-31,3.8
2018-09-10,4.47
2018-09-28,4.92
2018-10-01,2.01
2018-10-03,2.68
2018-10-04,2.68
2018-10-07,2.91
2018-10-08,6.26
2018-10-11,11.63
2018-10-13,3.36
2018-10-15,5.59
2018-10-17,3.58
2018-10-18,4.47
2018-10-25,1.34
2018-11-05,3.8
2018-11-06,7.38
2018-11-10,6.26
2018-11-24,5.14
2018-11-29,3.13
2018-12-02,10.96
2018-12-10,7.61
2018-12-17,5.82
2018-12-20,8.72
2018-12-22,6.71
2018-12-30,2.91
2019-01-07,6.93
2019-01-25,3.58
2019-02-04,2.68
2019-02-10,3.8
2019-02-16,8.05
2019-02-18,6.71
2019-02-19,5.37
2019-02-21,4.25
2019-02-24,8.72
2019-03-02,4.25
2019-03-16,4.92
2019-03-19,6.26
2019-03-21,6.26
2019-03-26,10.07
2019-04-02,5.82
2019-04-13,5.59
2019-04-14,11.86
2019-04-17,6.71
2019-04-20,12.53
2019-05-01,8.05
2019-05-05,6.71
2019-05-07,4.47
2019-05-09,8.05
2019-05-12,11.63
2019-05-27,3.13
2019-06-04,6.93
2019-06-09,6.93
2019-06-10,6.49
2019-06-22,4.03
2019-06-25,5.14
2019-07-12,8.05
2019-07-13,4.92
2019-07-16,3.36
2019-07-18,7.61
2019-08-05,2.68
2019-08-15,3.8
2019-08-30,3.13
2019-08-31,2.91
2019-09-03,3.13
2019-09-05,11.86
2019-09-08,4.03
2019-09-21,5.14
2019-09-24,3.8
2019-09-25,6.04
2019-09-28,7.61
2019-10-05,8.72
2019-10-06,4.47
2019-10-21,4.47
2019-10-23,2.24
2019-10-25,1.12
2019-10-26,6.04
2019-11-02,1.12
2019-11-04,2.24
2019-11-08,7.61
2019-11-09,2.68
2019-11-10,5.82
2019-11-12,6.71
2019-11-21,3.58
2019-11-28,7.16
2019-11-29,1.12
2019-12-02,7.83
2019-12-03,5.14
2019-12-04,4.7
2019-12-21,2.01
2020-01-03,3.58
2020-01-05,7.61
2020-01-16,7.83
2020-01-19,9.17
2020-01-23,4.7
2020-01-27,2.68
2020-01-28,2.24
2020-01-31,4.47
2020-02-09,4.7
2020-02-13,11.41
2020-02-16,3.58
2020-02-24,6.93
2020-02-27,9.4
2020-03-04,5.82
2020-03-07,5.82
2020-03-13,8.95
2020-03-16,4.47
2020-03-21,6.26
2020-03-28,7.16
2020-04-01,6.04
2020-04-02,5.37
2020-04-03,5.14
2020-04-07,6.04
2020-04-11,4.47
2020-04-17,10.51
2020-04-26,7.16
2020-04-27,6.26
2020-04-30,8.72
2020-05-06,6.93
2020-05-09,5.14
2020-05-11,8.5
2020-05-12,3.8
2020-05-26,6.93
2020-05-31,6.71
2020-06-02,11.18
2020-06-04,10.29
2020-06-07,5.37
2020-06-13,7.16
2020-06-15,9.84
2020-06-16,11.18
2020-06-26,2.91
2020-07-03,2.24
2020-07-04,3.36
2020-07-10,4.7
2020-07-13,4.47
2020-07-22,8.95
2020-07-30,7.16
2020-08-06,2.91
2020-08-07,4.7
2020-08-08,3.8
2020-08-12,4.7
2020-08-14,3.58
2020-08-16,4.25
2020-08-17,2.46
2020-08-20,5.37
2020-08-24,7.38
2020-08-26,3.58
2020-09-05,6.26
2020-09-08,5.59
2020-09-10,3.13
2020-09-15,8.72
2020-09-29,7.61
2020-10-04,3.8
2020-10-08,2.46
2020-10-09,5.14
2020-10-17,4.92
2020-10-28,4.03
2020-10-31,5.82
2020-11-04,1.34
2020-11-23,4.92
2020-11-27,2.46
2020-11-29,3.58
2020-12-21,6.93
2020-12-25,10.51
2020-12-27,2.24
2020-12-29,5.14
2020-12-30,1.79
2021-01-01,7.83
2021-01-02,3.13
2021-01-07,2.91
2021-01-08,5.59
2021-01-12,1.79
2021-01-19,6.04
2021-01-23,4.03
2021-01-25,3.8
2021-02-02,9.4
2021-02-04,5.14
2021-02-15,6.26
2021-02-19,4.7
2021-03-05,4.7
2021-03-06,2.68
2021-03-09,3.36
2021-03-16,4.92
2021-03-27,4.25
2021-03-30,7.38
2021-04-13,4.03
2021-04-17,0.89
2021-04-22,5.82
2021-05-03,11.86
2021-05-07,2.91
2021-05-25,4.7
2021-05-31,1.34
2021-06-04,5.82
2021-06-07,8.28
2021-06-12,7.38
2021-06-17,3.58
2021-06-18,5.37
2021-06-19,11.63
2021-06-21,9.4
2021-06-23,5.59
2021-06-24,6.93
2021-06-26,4.7
2021-06-29,5.59
2021-07-04,2.24
2021-07-13,9.4
2021-07-21,4.25
2021-07-22,4.92
2021-07-23,4.25
2021-08-03,7.16
2021-08-19,3.8
2021-08-23,2.01
2021-08-25,2.24
2021-08-28,4.92
2021-09-03,3.13
2021-09-08,7.61
2021-09-09,5.14
2021-09-12,6.26
2021-09-19,4.47
2021-09-20,8.28
2021-09-22,8.95
2021-09-28,4.7
2021-10-05,3.36
2021-10-10,8.05
2021-10-15,2.91
2021-10-20,2.01
2021-10-29,9.62
2021-11-01,2.01
2021-11-05,6.26
2021-11-15,4.47
2021-11-21,1.12
2021-11-23,3.58
2021-11-28,4.7
2021-12-17,6.93
2021-12-20,4.47
2021-12-23,2.91
2022-01-02,11.4
2022-01-03,10.3
2022-01-06,4.7
2022-01-11,3.4
2022-01-12,6.3
2022-01-13,1.6
2022-01-14,3.6
2022-01-16,12.3
2022-01-18,3.4
2022-01-20,8.3
2022-01-30,4.3
2022-01-31,2.7
2022-02-01,4.3
2022-02-06,6.5
2022-02-14,3.4
2022-02-25,5.4
2022-02-27,3.1
2022-03-04,6.9
2022-03-06,14.3
2022-03-14,3.8
2022-03-16,4.7
2022-03-18,7.2
2022-03-28,7.6
2022-04-08,7.4
2022-04-10,7.8
2022-04-25,8.5
2022-04-30,3.6
2022-05-11,11.2
2022-05-19,9.4
2022-05-26,5.8
2022-05-28,2.5
2022-05-29,2.7
